	difference	favorable	unfavorable
-30	-0.13786112451831434	-0.13747848558397596	0.084855725497462564
-29	-0.13983670996109415	-0.15167742101055276	0.06935284940258378
-28	-0.13280395482073909	-0.15100090931316651	0.056343172563778146
-27	-0.14168104023231529	-0.16563281997877397	0.053793979062849107
-26	-0.14764882007792701	-0.17365925821489761	0.054995440624987783
-25	-0.15589699340753543	-0.18448907298450223	0.056591502370376814
-24	-0.16551646354882174	-0.19462496521102149	0.064069796076914085
-23	-0.17922090626372877	-0.21401980940937282	0.067575189710806463
-22	-0.18681735601020857	-0.22170662708953764	0.072584371740421372
-21	-0.21009008551093533	-0.24324791414968672	0.088464160615859183
-20	-0.22562243932242079	-0.25853909767925171	0.098533951841825895
-19	-0.23897344983839694	-0.27134527147324078	0.10732037817837882
-18	-0.25702531981744936	-0.29419097806724526	0.11236910636438376
-17	-0.26365211455830173	-0.29622819746560308	0.12354354821177356
-16	-0.26796636994394013	-0.29663237714855939	0.13616596671584283
-15	-0.26731253840702879	-0.30051773596147291	0.12943450952390062
-14	-0.25931767724019533	-0.29297841272608605	0.12264117108795658
-13	-0.2225806809054473	-0.25838397332337515	0.095176866307634486
-12	-0.19003175908509479	-0.22313421356087737	0.077702913657803505
-11	-0.13850487799639316	-0.17922656827938213	0.033932583710217221
-10	-0.096332168387593023	-0.14233101391724082	0.00038127315245471775
-9	-0.084537075624604274	-0.14208379778400446	-0.022206766067108356
-8	-0.090073158204327902	-0.16065540220400032	-0.035756349008993868
-7	-0.10336468172711867	-0.19071146805862157	-0.049349822886167564
-6	-0.12348268222219221	-0.2268978427852078	-0.057748593470011121
-5	-0.12794984468083853	-0.24009852079029106	-0.066382078452089308
-4	-0.15469776248021858	-0.2701184764794613	-0.055362241053077833
-3	-0.14856564496531399	-0.26285910142238195	-0.057585029931613289
-2	-0.14743784036859209	-0.25769521996543543	-0.050108437624086885
-1	-0.14136736036060729	-0.24716962653169527	-0.044816834564530762
0	-0.13950452686140682	-0.24791656835257261	-0.045099694890135683
1	-0.16014562105084609	-0.26521740723864989	-0.024760680879101434
2	-0.17752352010463673	-0.27845089195946948	-0.0065311998673780753
3	-0.20910898587153023	-0.30964910128130918	0.015981012512246706
4	-0.24302757672510583	-0.32922540824108654	0.056500932018632051
5	-0.28735133056604367	-0.37208815557151237	0.088339767057770413
6	-0.3112616211966151	-0.39310391529338906	0.10838595143844358
7	-0.34060582247003351	-0.41065643969564519	0.14323824610866798
8	-0.37614394741638801	-0.44326773499750988	0.17112156893370481
9	-0.40743262991516715	-0.46907168011924721	0.19935200667440078
10	-0.43344020133863431	-0.47808059382220586	0.23964713840178484
11	-0.46764866521835352	-0.49375819533458448	0.2862149686795758
12	-0.48637168019904065	-0.49886297222457865	0.31256479121841207
13	-0.48880826741633399	-0.48884787330628493	0.32187385658556517
14	-0.48388502755242557	-0.46806536638739304	0.32943013550728939
15	-0.47510031376821993	-0.45382942480577027	0.32569329819311377
16	-0.45875647922590901	-0.43248808977508924	0.32039366739302499
17	-0.4750896442419299	-0.45073136940238034	0.32812103791976627
18	-0.52943096890424157	-0.49374337633172732	0.37489511299213424
19	-0.54243946294589629	-0.51289983415649643	0.37561083746841045
20	-0.52665629569597483	-0.50485925349789462	0.35873333564618076
21	-0.50737538212557409	-0.48845073670627509	0.34327785944033301
22	-0.46200369805913594	-0.46070320120929192	0.29459590400816632
23	-0.39538278629450047	-0.40963165176415389	0.23566419278740994
24	-0.34007211390793701	-0.36579564077329518	0.19171491011495675
25	-0.30612299932523573	-0.36684880593658087	0.13416108762095874
26	-0.24737298911367381	-0.33255910713783082	0.069707304643918236
27	-0.16033768259136164	-0.26345256150773111	-0.0058608454762770048
28	-0.079604301945909228	-0.20600444092608963	-0.08254458410515049
29	0.0031925074399285274	-0.13473932332562641	-0.14752556034066364
30	0.078731789254010726	-0.068766157908186631	-0.20659859655958965
31	0.12772292654383319	-0.022463706832143569	-0.24297307154366718
32	0.14609252628227429	0.004659397789095061	-0.2516446185051574
33	0.16075563137793039	0.020556749813443007	-0.26249542747319488
34	0.19372017744567921	0.053186084576958191	-0.2856399106740467
35	0.22812595426385526	0.085727961075282438	-0.31001203905735403
36	0.26948622499748842	0.13483861868259195	-0.3286726766473182
37	0.31301951845510073	0.19663641116376568	-0.3376858556611857
38	0.3402499662342629	0.24813256991087235	-0.33152829006580448
39	0.36094647529924695	0.28279678175274148	-0.33076202206392613
40	0.38425446556741383	0.32241057371384324	-0.3292948427508971
41	0.41529308216885102	0.36563205888177069	-0.33645361650358147
42	0.43520618731097321	0.38397361354745285	-0.35178938380372482
43	0.45240060584516362	0.39574421416099553	-0.36885060060248814
44	0.46445148434775335	0.40063924689315616	-0.38450324132818159
45	0.46472124520334779	0.37788285226434126	-0.40875427347623905
46	0.47041963996589409	0.36051010440773834	-0.43234616809768855
47	0.47853488772927893	0.34197581437501234	-0.46592486351486812
48	0.50645407364782824	0.35423062314306875	-0.49743586138946411
49	0.54497855035867782	0.3764027443235044	-0.53288515003279369
50	0.55312823296965907	0.37647681683690598	-0.53836695735752893
51	0.54613564382765678	0.37853693154196744	-0.51625258902668913
52	0.54224236588129915	0.38139828330305797	-0.500103263404722
53	0.48277912481903601	0.33524573624759768	-0.44928738412640612
54	0.43312505447894095	0.32948882963148918	-0.38183557800301798
55	0.38254921296711181	0.32661593341412259	-0.30895095238810172
56	0.31526696784585367	0.31191617627269475	-0.21978574893437039
57	0.23763634049923171	0.28607414617243077	-0.12192784987225309
58	0.15930588292933859	0.26048108017540572	-0.022082621046147617
59	0.076382966717022771	0.21359373710024712	0.067076895645249004
60	-0.0038133428908687654	0.14223658147661269	0.12971036902525479
61	-0.077455593772802853	0.086568950404307843	0.19640592016897429
62	-0.15136885023612456	0.034286554552699584	0.266192386833977
63	-0.20756698875104809	-0.012042833513418621	0.31215671506628623
64	-0.24899432022472687	-0.046555034714016737	0.34533009754510297
65	-0.29465681990413961	-0.081071426661255427	0.38518628667438826
66	-0.30542908379604217	-0.097408266769624066	0.38608278119327266
67	-0.31440609265753744	-0.13830545712451284	0.37447054641279653
68	-0.32173055250825427	-0.16420398829554195	0.36377455365083899
69	-0.32744896416207003	-0.19745860324026779	0.34445536965213785
70	-0.32131105462020604	-0.2208452066115765	0.31475906106682394
71	-0.30996355188734531	-0.23366291407484518	0.28573474323238479
72	-0.29153163142798455	-0.22747105972373033	0.26178339410952567
73	-0.29782071901872204	-0.2357132275542714	0.2643380974411999
74	-0.31160178807083383	-0.27990165328305655	0.25602009876607812
75	-0.34869942484462857	-0.34606035689023124	0.2620871253625664
76	-0.37485023648938343	-0.3999190252726772	0.26213548431733491
77	-0.40509921456093612	-0.46867996473758261	0.25813105759777705
78	-0.4045885153246116	-0.49003775515931064	0.23933945677523791
79	-0.39113373239347837	-0.50048058110848748	0.20806640489123926
80	-0.35494972119810314	-0.49419156625141758	0.15960883905388115
81	-0.30744227245231531	-0.44930411133363296	0.12775493651697084
82	-0.28249739287266817	-0.42931090415621759	0.10764661773313897
83	-0.25072803892307766	-0.40424295174075686	0.068951261820154749
84	-0.21795521967896181	-0.35161182951752146	0.051990463458873884
85	-0.13700766923465527	-0.27008493051322774	-0.019646033132300005
86	-0.054564560136161337	-0.20851962077985417	-0.11073784558576828
87	0.029683393479432663	-0.16770487327369188	-0.20764347357166918
88	0.15400804796584408	-0.090329486882975013	-0.32819099116346795
89	0.26875024366217354	-0.0078495234338374995	-0.43811865946267553
