	difference	favorable	unfavorable
21	-0.35972425725157481	-0.3780732076810514	0.20617534578515662
22	-0.32555192110353243	-0.31329632435493376	0.22056717006519388
23	-0.31756581916204196	-0.28624290968676419	0.23704310783098453
24	-0.30638558123541515	-0.24909433861801841	0.25954868516646629
25	-0.31041749688279352	-0.24850758998485206	0.26834794534882955
26	-0.30345712863939278	-0.22493091365576587	0.28141269628004589
27	-0.26928173780802572	-0.19398755966219139	0.25489835419080459
28	-0.20161352048512413	-0.12864652532831256	0.20780258178573754
29	-0.13785998336445632	-0.048069932433755867	0.1842330397023926
30	-0.091284026488942072	-0.00160680338391724	0.15395787573350103
31	-0.055417172819126365	0.031829321588990135	0.12870083305607247
32	-0.033618453977949818	0.052726052997736667	0.1166263969966147
33	0.0075257391190880407	0.071453227357178795	0.065448276140351036
34	0.074106842917573926	0.095457089693034236	-0.026437744504879197
35	0.16891760825241631	0.15554191719683541	-0.12876205086057521
36	0.25301319633223823	0.20921210805548904	-0.21882000839888383
37	0.32515505607645778	0.23370979418892307	-0.31903147336507853
38	0.40180420238733916	0.26881373771841949	-0.41739676514821444
39	0.46138574703094315	0.28631198713281875	-0.5032087461008391
40	0.50623005946301503	0.30007282623500448	-0.56717829207709014
41	0.54849234734801389	0.30140427075358073	-0.63779217846621938
42	0.5582637846742442	0.29199578473128845	-0.6649317107961813
43	0.52008481327699652	0.25585439164868928	-0.63611781943020007
44	0.47585099242242318	0.20847510258630617	-0.6089683766016547
45	0.43824429884517035	0.1836571061248857	-0.56895228907299333
46	0.4030261025699331	0.1673228483733824	-0.51877825834236047
47	0.38813876404445791	0.1769505413011396	-0.48298107676138391
48	0.39253118992458164	0.21232325627961121	-0.45030057194508666
49	0.37901144836032508	0.24197716295838709	-0.3907889390356441
50	0.34999316601395319	0.25387752558436488	-0.32503740411083726
51	0.31385934927413922	0.2553305484030402	-0.25993984018088778
52	0.29517391749532196	0.28178210087792599	-0.20323591865026239
53	0.23897685298298663	0.26033366529864693	-0.13458628080715004
54	0.20734567191850573	0.27165700626750661	-0.079327066778141997
55	0.17036853723919687	0.26745100518824261	-0.028770807787560238
56	0.13571031142653231	0.26578768547983234	0.02161782983420955
57	0.089459535675712451	0.24468604978697775	0.074343144188497662
58	0.044051319315082493	0.20420033161315893	0.10960558156975811
59	0.0048699475031071257	0.17275480814829899	0.14361639064134701
60	-0.035627919795547386	0.12447034935787482	0.16410645925349471
61	-0.060890860703258651	0.087986276933812252	0.17169752279945746
62	-0.10679309923285277	0.042167564133778125	0.20322665886133015
63	-0.1497556258761473	0.0062517698501505176	0.23777325769173693
64	-0.18571533522094716	-0.032356506790454397	0.25951493883344601
65	-0.21875817971723838	-0.06739271874169972	0.28018363480874964
66	-0.23787218926111486	-0.073922504583465692	0.30223195214924448
67	-0.26064459603800721	-0.10788815180036766	0.31600489087125216
68	-0.26952890163112841	-0.14179203803201762	0.30117706841083142
69	-0.29845325157277092	-0.19781092889711127	0.2988213801235029
70	-0.32206148594822809	-0.23646917795605835	0.3026211475808378
71	-0.32543492323546919	-0.27052554692107617	0.27842713225503646
72	-0.32913282393564458	-0.31755325464455741	0.24330604984969398
73	-0.34090040113269204	-0.34880868148070171	0.23453396430964812
74	-0.33694871077457922	-0.39142485241152281	0.20174291267388542
75	-0.34760507686272213	-0.44669181789286005	0.17905055227725725
76	-0.36378770456082582	-0.49824446460062344	0.16871067566969053
77	-0.34063062333650568	-0.51133275146224566	0.12892172633219887
78	-0.28392091940835418	-0.47033027929839261	0.07265921367890317
79	-0.20603564438268873	-0.3907557934270065	0.012527663997801699
80	-0.13311967394962976	-0.30935638258505527	-0.036661879218881803
81	-0.080364643136971253	-0.25255129000276699	-0.07371952336639781
82	-0.046686057261582058	-0.19255314915964183	-0.082941057860294459
83	-0.028883028600697382	-0.13247010723151681	-0.065803664404097559
84	-0.00048552508847396405	-0.057885935783821861	-0.051030480019488102
85	0.052110708142584936	0.020817388868964292	-0.06976005864245502
86	0.11438816411911727	0.10341709446558896	-0.096939888520443926
87	0.18083314029959344	0.18168655556997534	-0.12988407511805503
88	0.26446423305093564	0.25238890601078939	-0.20337914016838002
89	0.28962460813743907	0.26734988913108959	-0.23275839620093747
