	difference	favorable	unfavorable
56	-0.041739140793570884	0.072383390009515269	0.12892196522096563
57	-0.023885478362714617	0.096851682312142737	0.12143831793194056
58	0.0024030341881963076	0.079395192517117311	0.06506841492272912
59	0.03808452917485726	0.072416846258601481	0.0029660241338831318
60	0.016580942232565961	0.021237377645954812	-0.0074850362125330697
61	0.077987227165562029	0.073875080081365396	-0.058072583667809589
62	-0.00013174513647742979	-0.031531652648933081	-0.02689581456324663
63	-0.058671430742461748	-0.043452669525851612	0.054458525103703422
64	-0.088522749733841319	-0.016999116395327366	0.1223319286271656
65	-0.13795032169588634	-0.084027828035983826	0.14325384621983261
66	-0.097656660903220713	0.0045135609368542225	0.1517818584699403
67	-0.092141905335017441	-0.0449113453981222	0.10598339218626369
68	-0.079295120959337578	-0.043650844685812644	0.086922084990845916
69	-0.20427869243531974	-0.15860406245965888	0.18456588774888724
70	-0.25418737382009832	-0.16060692837719437	0.26093954181914353
71	-0.33162058018792484	-0.25443731671123254	0.30182230898680967
72	-0.2896518064815955	-0.1948871577977091	0.28708809571103816
73	-0.17489643206348593	-0.019400152470750227	0.25824978093361145
74	-0.12897702611398093	-0.058242285646750228	0.15495874707164628
75	-0.078381950486207011	-0.17753059329443513	-0.022682993456281116
76	-0.10195437968422828	-0.24654270732042255	-0.03589918094652382
77	-0.12531659197447478	-0.24745272297941984	0.0028269986583992382
78	-0.076821987853545548	-0.27038220775767974	-0.088207169200364324
79	-0.095242155107791007	-0.30043103624301909	-0.085693564219145021
80	-0.11582146191169275	-0.23878220812606568	-0.0082570981855392099
81	0.02533220324288632	-0.038881669964440056	-0.070704368317988861
82	0.052188851094981351	-0.023831876845446041	-0.10532535567469754
83	0.034564227568589942	-0.029857293880107529	-0.082978679961523902
84	0.097541159880135134	0.061198538673051431	-0.10939475681813003
85	0.18510419547183662	0.15282290639079679	-0.17342384679189776
86	0.18318757701972194	0.16092563152524966	-0.15987208638493197
87	0.10490078788063728	0.15725739807172784	-0.026425757081703784
88	0.085385136744730972	0.16724024724457803	0.01013488797650669
89	-0.0072169181089833416	0.096920444792963786	0.095704676123147966
