	difference	favorable	unfavorable
-90	0.011179414672726564	-0.096443388546963757	-0.14001285469177283
-89	0.0046541441840645707	-0.048853506015965907	-0.069369624166815413
-88	0.12833354247195192	0.14394568496778815	-0.065468481420934199
-87	0.0037504084206696695	0.034238142155133891	0.034623641211010935
-86	-0.0083408943690744357	0.069455938593572408	0.099940002829261382
-85	-0.054597630936730555	-0.027960707864074827	0.069504454849766903
-84	-0.1971042944600008	-0.15891916567191128	0.18493802226784839
-83	-0.21184575777144465	-0.10672101205076137	0.27533824041767313
-82	-0.19758595467357751	-0.085587032516634964	0.2720069032327424
-81	0.026406126182769885	0.046301528297939314	0.0068676058571312754
-80	0.1173242579738412	0.13909045120683811	-0.053008787042590891
-79	0.17817756290628728	0.21541167580062384	-0.074893518443484519
-78	0.17612369934946812	0.22328576506527009	-0.060555351615107576
-77	0.07310629208406022	0.10851665056008782	-0.0045924145546338765
-76	0.021164626985720959	0.10615732861869452	0.094160184441458308
-75	-0.094738475928851887	-0.089522920144034429	0.070061605587209683
-74	-0.10062244389895095	-0.098538771798692193	0.070054076071189686
-73	-0.073672422663591974	-0.065285249259630029	0.059972258125093193
-72	-0.088103061324273479	-0.083702843097794841	0.063515685727042984
-71	-0.063364698125957603	-0.058203591009272297	0.049217994484144115
-70	-0.11169929322143612	-0.091116262032462939	0.10147228883391544
-69	-0.090284209102553956	-0.082979927084430166	0.066571650717732009
-68	-0.11137617547610197	-0.11793326638827252	0.062370996956660395
-67	0.080548881777743511	0.11050342156587482	-0.014950510033638552
-66	0.1239341944544176	0.17402182291706444	-0.017626021182788078
-65	0.23757827441483664	0.28478653182661606	-0.087460821547164599
-64	0.23875817095600665	0.29767923570340776	-0.075297828374113307
-63	0.20652345235538622	0.26095158428888371	-0.063124795015108884
-62	0.13642168469294383	0.11817347644239308	-0.10292753292219962
-61	0.014633177882345706	-0.08142680715290615	-0.13039836405210126
-60	0.0050344446130025809	-0.10079927420100704	-0.14156437919170331
-59	-0.062434016913665201	-0.16916727158385378	-0.10662052915365147
-58	0.042780894688830777	-0.10883721690362304	-0.22780959948087809
-57	0.058683078484124761	-0.053918908286333951	-0.18382470852243221
-56	0.021035069467715436	0.017610571697643705	-0.017124042966798966
-55	0.053249068654654688	0.035425290808264176	-0.055302503343959072
-54	0.045758122763447935	0.027230069339029519	-0.051029318894290236
-53	0.053682666115608346	0.058444509048573658	-0.027288603482088988
-52	-0.057407992783666185	-0.071951047079406763	0.018197328137104233
-51	0.048167951116475052	0.027203785684437445	-0.056496678703131221
-50	0.076086796348701372	0.083599226170787896	-0.040334521129169618
-49	0.061853963629904231	0.055496586633514471	-0.048056207454929716
-48	0.11347406782742625	0.1289744875454131	-0.052226035578912151
-47	0.058371230252977739	0.08053065897495483	-0.0082881643295690671
-46	0.04980471486750461	0.12174167317323632	0.06124319503739014
-45	0.0052736505699116799	0.051866359203247364	0.056907522945856936
-44	-0.0033695020535148539	0.035135093064163396	0.052171396165487799
-43	0.054938066734134809	0.038562479962740745	-0.056146101971999471
-42	0.070297334017592375	0.029761406680151346	-0.099978526377869831
-41	0.068957640585430108	-0.0099609184144899242	-0.14921167839316088
-40	0.13736151694513943	0.023746958725241827	-0.23600781882386834
-39	0.15500117199782648	0.1180377762357329	-0.14658417403608856
-38	0.099211636830427941	0.057335387456851135	-0.11773886850386692
-37	0.13459134341657239	0.087772297813014738	-0.14673444802753988
-36	0.1247805393221935	0.096715401815472904	-0.11604918218063386
-35	0.028860658266094536	0.010531725239759246	-0.04275120450758628
-34	0.021075519462500237	0.017598607663522472	-0.017683034036307228
-33	-0.052104023330322081	-0.032637150633575675	0.057947862582746236
-32	-0.038967248985907539	-0.01509027385247612	0.055673321915507522
-31	-0.095345175132470608	-0.075946478687511948	0.084241977950557781
-30	-0.024095983105117388	0.031788032276342998	0.090649213872351267
-29	-0.10203171658168393	-0.042498934872900303	0.14507567972418003
-28	-0.11334657831585226	-0.078367317160098954	0.11747202129086005
-27	-0.10590816503959952	-0.057303444099060956	0.13147247841143078
-26	-0.12683223940588653	-0.091148045456002427	0.12402108198365543
-25	-0.077655892128363449	-0.016323894990940266	0.12790315031839636
-24	-0.10510796233064537	-0.024737479752618516	0.16811254020809538
-23	-0.031025630338038245	0.033397564659319513	0.10083500533400629
-22	-0.06808080439078136	-0.017188483697950851	0.10508190909619854
-21	-0.15335536905069638	-0.14885136205341623	0.10099479602567542
-20	-0.13102852096404191	-0.14355624357736832	0.065890047893112549
-19	-0.12904342967288179	-0.17735863844870528	0.019210657835056499
-18	-0.14195603784824853	-0.20635690650379976	0.0058551968841155698
-17	-0.14087105492538154	-0.22994867519764964	-0.029185890555729749
-16	-0.0042586628198977806	-0.012659331189867347	-0.0084694361537750885
-15	0.019076958834527195	0.0093187438036199527	-0.025247515626136873
-14	-0.010488600657241165	-0.031803519748681057	-0.021585758198500112
-13	-0.00040257062632856035	0.013922606930245308	0.019371940901514284
-12	-0.045426045763212762	-0.060136620030740551	0.0094136686991065869
-11	0.019320527325500918	-0.0079683963152827261	-0.047679607926804798
-10	0.0056649237418907403	-0.076798881486972212	-0.111074207572205
-9	0.09247341358479079	-0.01392559447963823	-0.19600140293646814
-8	0.088629532710746889	0.032131350516375647	-0.12989152546038191
-7	0.044282343108906969	0.01125509121055707	-0.070909924512119929
-6	0.028449136442312131	-0.022125152125635022	-0.083801248739518955
-5	0.044086623189482428	0.0092275983729171365	-0.073302183387098832
-4	-0.0050003259582649838	-0.036582542208064714	-0.038303623965180666
-3	-0.015383321644711534	-0.091814898838170553	-0.090797326571257567
-2	-0.0093748807475715745	-0.063296377925081707	-0.064342389105233017
-1	-0.059223033590608605	-0.066720604761465185	0.028845832393481641
0	-0.10790190513803587	-0.12037167427719199	0.055513641220812489
1	0.018691455411612531	0.028076306540990616	-0.00069811069519243416
2	0.074710814760834146	0.099165157388640707	-0.019880643518840002
3	0.038609996024267422	0.093702458619626519	0.044517984813863508
4	0.067886505333766445	0.098584422643968342	-0.0061902937313122715
5	0.12129014313489142	0.13318013497659095	-0.067024723578231332
6	-0.029185923312879374	-0.014849636694805775	0.038678227297055223
7	-0.13606038480284002	-0.1335564115978167	0.096039422505391991
8	-0.11328921991534287	-0.12880281914289141	0.05790219859238295
9	-0.16821065713284819	-0.17006311614490607	0.11254332661252174
10	-0.15577894689394189	-0.15672261847227997	0.10551940725575704
11	-0.22246395952160444	-0.24315188510915492	0.12655582941093335
12	-0.19010794217242713	-0.20010734191063639	0.11546352316053976
13	-0.20048883070314524	-0.25445431462815138	0.069839379166489302
14	-0.15744839132555566	-0.22206530353908402	0.02402444974005306
15	-0.064257026667855308	-0.089343365849155656	0.010245692082017749
16	-0.072877194924681352	-0.11935132295831564	-0.01050666275593168
17	-0.10946296738568935	-0.14424111799458741	0.02575889571840605
18	-0.16626756434570339	-0.17548122555790527	0.091962673247508023
19	-0.14049020234264964	-0.10631435489929703	0.13033123703122615
20	-0.18850264291874791	-0.2179225798110658	0.084645732326742759
21	-0.13992977296989734	-0.21115182787545325	0.0037945399643070322
22	-0.090160317582699517	-0.14210994242342995	-0.0041871403886537956
23	-0.11873120073182084	-0.15389183437000858	0.034348134465046691
24	-0.13981893187117225	-0.1409778484728704	0.087387797762947597
25	-0.18712545878171416	-0.15126323732249775	0.15860275295296769
26	-0.17817792045020001	-0.07318883561793077	0.22477129596033182
27	-0.16399420226394817	-0.099429851330646871	0.17433849285634789
28	-0.038467730037937319	-0.018989872338623946	0.045602478164309894
29	-0.014931599374780934	0.076082045984044375	0.10514745830322419
30	-0.070704781964864183	-0.0025158210527307964	0.11780789127713669
31	-0.087467679610517185	-0.020644668755692729	0.12814490948656829
32	-0.097051474072838206	-0.054922949334584088	0.11054439678206983
33	-0.11533828940052582	-0.0044816525471724237	0.1991899718654758
34	0.030453383149400635	0.077615826263018176	0.031436255132288406
35	0.18110281601875883	0.16875830381048146	-0.13566489913305602
36	0.2113230152636065	0.22096587529898143	-0.13261951877812803
37	0.19790368910537842	0.12112244446694696	-0.216881698186942
38	0.12746033294171549	0.029261442640341397	-0.19218972339096901
39	0.088300361132188379	-0.018903843072418925	-0.17492696466388127
40	0.1153724257513339	-0.027387160719204686	-0.2319771697607495
41	0.22194800182851129	0.070843104891605058	-0.31199156197403272
42	0.32973012324348649	0.20514429186340233	-0.358320784206418
43	0.37211995006671367	0.23883843992523113	-0.39619837549266079
44	0.317532303887885	0.17043233117318901	-0.37326110896775955
45	0.28912730545868143	0.11947039728311919	-0.37713444511596267
46	0.2176233283076692	0.08323935140710105	-0.28776762643458648
47	0.15511481322693124	0.048671017642257099	-0.21615046433261062
48	0.043672675341731436	-0.050670514481041935	-0.12739943655815017
49	0.096741234689969438	0.051022367220132148	-0.11055722309981153
50	0.047359861354903041	0.06463860471418556	-0.013364609247305344
51	0.042019527237626621	0.055086143544155794	-0.01306533021929635
52	0.06902237001885704	0.094831262090110641	-0.018118181181453082
53	0.038034939016180769	0.088672167896823695	0.023149138161858793
54	0.070383760926132147	0.13384249678692553	0.011007315587272319
55	0.041530240520058125	0.11177198143094516	0.034387153983773157
