	difference	favorable	unfavorable
32	-0.066913828001019277	0.059788073407616583	0.18284465895303326
33	-0.015417174355767213	0.09304725833959028	0.12996061505833373
34	0.056023001219228367	0.12122069523281108	0.034114363889165812
35	0.13314415484590889	0.14512967327117382	-0.076829275563133542
36	0.19850314245529929	0.16566068764298861	-0.17002303916183753
37	0.27612754398739092	0.16986591141362589	-0.30176232708846917
38	0.33235447505578569	0.17829378298680545	-0.39237334208225982
39	0.35613429873223751	0.1686855966601831	-0.44436816911166616
40	0.39110273750419916	0.16110896419625614	-0.51382991856864069
41	0.44417979918606926	0.18990179249961428	-0.57423824429022585
42	0.49363477758898638	0.22213431782836673	-0.62637105916655544
43	0.52374374690987147	0.2463458502992808	-0.65263917973353991
44	0.53015658645195551	0.26443156302156107	-0.6442262326263537
45	0.47785398410783769	0.22830090908043313	-0.59057912324315087
46	0.38596035992932121	0.15422916806543724	-0.50310967031144727
47	0.28205369116998358	0.086233067931561352	-0.39528671040231711
48	0.22701129358826841	0.070726044987956774	-0.31460653176537801
49	0.19582005613246448	0.09124674798544867	-0.23634632479808332
50	0.16753591061819087	0.11453869282510011	-0.16255799322980719
51	0.153456149806042	0.14624722757125924	-0.10627611310083306
52	0.1734975039620166	0.2253090733816461	-0.063932113133113672
53	0.098521920086283035	0.18268103601278687	0.014620616886910442
54	0.072264068049872274	0.20104535312520763	0.068955412739152414
55	0.055743240278631215	0.21106527676161768	0.10080316688610219
56	0.047433255238296425	0.21664876426397087	0.1169175985544553
57	0.044395807610687635	0.19880909189836998	0.10481332923495498
58	0.045642918776063822	0.17799633031089382	0.084165960428150888
59	0.03034488318062524	0.12647651411542268	0.063091538437298381
60	0.0087789842166880599	0.059269312517010925	0.037803738582999839
61	-0.0069991554393172596	0.024721246764313674	0.032411662944569167
62	-0.043271072516561239	-0.0097098982820897888	0.059355841207020713
63	-0.06960580704299317	-0.012523931670266945	0.09754664100384082
64	-0.093874386665733417	-0.016988782139373496	0.13065738772606361
65	-0.13550906246515074	-0.037337278763424041	0.17709947385236038
66	-0.18485574760348125	-0.060721020714059479	0.23226302977828658
67	-0.23655801517783845	-0.1219710398747714	0.26701924256490489
68	-0.28232080584449842	-0.17596342224141137	0.29228757118738491
69	-0.32847904563024294	-0.21026763529781173	0.33519934233241983
70	-0.35368036639433748	-0.21447636215747465	0.37085172932225557
71	-0.36854140882243275	-0.21687659506019211	0.3918992378753009
72	-0.35977115601462817	-0.23668943058133013	0.36092401651068956
73	-0.34736548148973256	-0.24821324000012637	0.33131980384337911
74	-0.31095633939359218	-0.292325845487241	0.24448603749878525
75	-0.2684509618386226	-0.33206543964191232	0.14871221994424852
76	-0.22573082929106075	-0.38463456909593441	0.045960795803606222
77	-0.22005997863687915	-0.47520080801122871	-0.025604387011501029
78	-0.17393036787909108	-0.4635796180148562	-0.087723560512505502
79	-0.14210835872872557	-0.41975739813389784	-0.10609119197633317
80	-0.095643852795131712	-0.33635086382687096	-0.11513260273707054
81	-0.022366173278111585	-0.22493261874735598	-0.14312383576044349
82	0.053113941173105576	-0.079414081579545368	-0.1528838929905797
83	0.11317846686332268	0.025899454142345547	-0.16554314339457377
84	0.16881558585563014	0.12019547710669717	-0.17654165099294408
85	0.18230170591534636	0.16626707017657649	-0.15594000254784557
86	0.17285130427354362	0.20978088325593142	-0.093719934864237256
87	0.16469010653284108	0.23087870432696248	-0.056588470241043985
88	0.16752926557368147	0.25329301527877335	-0.046265768971749638
89	0.19882791486325682	0.28962424236415091	-0.067709585002561926
